CASEID,PARTID,VARIATIONID,TIME,POSX,POSY,POSZ,POSPHI,POSTHETA,POSPSI,VX,VY,VZ,AX,AY,AZ,MUE,REC
1,1,0,0,-15.6094,-34.2047,0.6003,0,0,1.1002,12.5249,0,0,0,0,0,0.8518,1
1,1,0,0.01,-15.5526,-34.0931,0.6003,0,0,1.1002,12.516,0,0,-1.2124,-0.0006,0,0.8518,1
1,1,0,0.02,-15.4959,-33.9817,0.6003,0,0.0001,1.1002,12.5011,0,0,-1.9237,-0.0018,-0.0002,0.8518,1
1,1,0,0.03,-15.4393,-33.8703,0.6003,0,0.0002,1.1002,12.4801,0,0,-2.1338,-0.0036,-0.0005,0.8518,1
1,1,0,0.04,-15.3828,-33.7593,0.6003,0,0.0005,1.1002,12.4587,-0.0001,0,-2.139,-0.0052,-0.001,0.8518,1
1,1,0,0.05,-15.3264,-33.6484,0.6003,0,0.0007,1.1002,12.4372,-0.0001,0,-2.1421,-0.0066,-0.0017,0.8518,1
1,1,0,0.06,-15.27,-33.5376,0.6003,0,0.0011,1.1002,12.4158,-0.0002,0,-2.1431,-0.0078,-0.0024,0.8518,1
1,1,0,0.07,-15.2138,-33.4272,0.6003,0,0.0015,1.1002,12.3944,-0.0003,0,-2.1439,-0.0088,-0.0033,0.8518,1
1,1,0,0.08,-15.1577,-33.3168,0.6003,0,0.0019,1.1002,12.3729,-0.0003,0,-2.1447,-0.0097,-0.0044,0.8518,1
1,1,0,0.09,-15.1016,-33.2066,0.6003,0,0.0024,1.1002,12.3514,-0.0004,0,-2.1455,-0.0105,-0.0055,0.8518,1
1,1,0,0.1,-15.0457,-33.0968,0.6003,0,0.0029,1.1002,12.33,-0.0004,0,-2.1462,-0.0112,-0.0067,0.8518,1
1,1,0,0.11,-14.9899,-32.987,0.6003,0,0.0034,1.1002,12.3085,-0.0005,0,-2.1469,-0.0119,-0.008,0.8518,1
1,1,0,0.12,-14.9341,-32.8774,0.6003,0,0.0039,1.1002,12.287,-0.0005,0,-2.1476,-0.0125,-0.0093,0.8518,1
1,1,0,0.13,-14.8785,-32.7681,0.6003,0,0.0045,1.1002,12.2655,-0.0006,0,-2.1483,-0.0131,-0.0107,0.8518,1
1,1,0,0.14,-14.823,-32.6589,0.6003,-0.0001,0.0051,1.1002,12.2439,-0.0006,-0.0001,-2.1489,-0.0136,-0.0121,0.8518,1
1,1,0,0.15,-14.7675,-32.5499,0.6003,-0.0001,0.0057,1.1002,12.2224,-0.0007,-0.0001,-2.1495,-0.0142,-0.0135,0.8518,1
1,1,0,0.16,-14.7122,-32.4411,0.6003,-0.0001,0.0062,1.1002,12.2009,-0.0007,-0.0001,-2.1501,-0.0147,-0.0149,0.8518,1
1,1,0,0.17,-14.6569,-32.3325,0.6003,-0.0001,0.0068,1.1001,12.1793,-0.0007,-0.0001,-2.1506,-0.0151,-0.0163,0.8518,1
1,1,0,0.18,-14.6017,-32.2241,0.6002,-0.0001,0.0074,1.1001,12.1578,-0.0008,-0.0001,-2.1512,-0.0156,-0.0176,0.8518,1
1,1,0,0.19,-14.5467,-32.1159,0.6002,-0.0001,0.008,1.1001,12.1362,-0.0008,-0.0001,-2.1516,-0.016,-0.0189,0.8518,1
1,1,0,0.2,-14.4917,-32.0079,0.6002,-0.0001,0.0085,1.1001,12.1146,-0.0008,-0.0001,-2.1521,-0.0165,-0.0202,0.8518,1
1,1,0,0.21,-14.4368,-31.9,0.6002,-0.0001,0.0091,1.1001,12.093,-0.0008,-0.0002,-2.1525,-0.0169,-0.0214,0.8518,1
1,1,0,0.22,-14.382,-31.7924,0.6002,-0.0001,0.0096,1.1001,12.0714,-0.0008,-0.0002,-2.1529,-0.0173,-0.0225,0.8518,1
1,1,0,0.23,-14.3273,-31.685,0.6002,-0.0001,0.0101,1.1001,12.0499,-0.0008,-0.0002,-2.1532,-0.0177,-0.0236,0.8518,1
1,1,0,0.24,-14.2727,-31.5777,0.6002,-0.0002,0.0106,1.1001,12.0283,-0.0008,-0.0002,-2.1535,-0.0181,-0.0246,0.8518,1
1,1,0,0.25,-14.2183,-31.4707,0.6002,-0.0002,0.011,1.1,12.0067,-0.0008,-0.0002,-2.1538,-0.0184,-0.0255,0.8518,1
1,1,0,0.26,-14.1639,-31.3638,0.6002,-0.0002,0.0115,1.1,11.9851,-0.0008,-0.0003,-2.1541,-0.0188,-0.0263,0.8518,1
1,1,0,0.27,-14.1096,-31.2571,0.6002,-0.0002,0.0119,1.1,11.9635,-0.0008,-0.0003,-2.1543,-0.0192,-0.0271,0.8518,1
1,1,0,0.28,-14.0554,-31.1507,0.6002,-0.0002,0.0123,1.1,11.9419,-0.0008,-0.0003,-2.1545,-0.0195,-0.0278,0.8518,1
1,1,0,0.29,-14.0013,-31.0444,0.6002,-0.0002,0.0126,1.1,11.9203,-0.0007,-0.0003,-2.1547,-0.0198,-0.0284,0.8518,1
1,1,0,0.3,-13.9472,-30.9382,0.6002,-0.0002,0.013,1.1,11.8987,-0.0007,-0.0003,-2.1548,-0.0201,-0.0289,0.8518,1
1,1,0,0.31,-13.8933,-30.8324,0.6002,-0.0002,0.0133,1.0999,11.8771,-0.0007,-0.0003,-2.1549,-0.0204,-0.0294,0.8518,1
1,1,0,0.32,-13.8395,-30.7267,0.6002,-0.0003,0.0136,1.0999,11.8555,-0.0007,-0.0003,-2.155,-0.0207,-0.0298,0.8518,1
1,1,0,0.33,-13.7858,-30.6211,0.6002,-0.0003,0.0138,1.0999,11.8339,-0.0007,-0.0003,-2.1551,-0.021,-0.0301,0.8518,1
1,1,0,0.34,-13.7322,-30.5158,0.6002,-0.0003,0.0141,1.0999,11.8123,-0.0007,-0.0003,-2.1551,-0.0213,-0.0304,0.8518,1
1,1,0,0.35,-13.6786,-30.4107,0.6002,-0.0003,0.0143,1.0999,11.7907,-0.0006,-0.0003,-2.1552,-0.0215,-0.0306,0.8518,1
1,1,0,0.36,-13.6252,-30.3057,0.6002,-0.0003,0.0144,1.0998,11.7691,-0.0006,-0.0003,-2.1552,-0.0217,-0.0308,0.8518,1
1,1,0,0.37,-13.5719,-30.201,0.6002,-0.0003,0.0146,1.0998,11.7475,-0.0006,-0.0003,-2.1552,-0.022,-0.0309,0.8518,1
1,1,0,0.38,-13.5186,-30.0965,0.6002,-0.0003,0.0147,1.0998,11.726,-0.0006,-0.0003,-2.1551,-0.0222,-0.031,0.8518,1
1,1,0,0.39,-13.4654,-29.9921,0.6002,-0.0003,0.0149,1.0998,11.7044,-0.0006,-0.0003,-2.1551,-0.0224,-0.031,0.8518,1
1,1,0,0.4,-13.4124,-29.888,0.6002,-0.0003,0.0149,1.0998,11.6828,-0.0006,-0.0003,-2.155,-0.0225,-0.031,0.8518,1
1,1,0,0.41,-13.3595,-29.784,0.6002,-0.0003,0.015,1.0997,11.6613,-0.0005,-0.0003,-2.155,-0.0227,-0.031,0.8518,1
1,1,0,0.42,-13.3066,-29.6802,0.6002,-0.0003,0.0151,1.0997,11.6397,-0.0005,-0.0003,-2.1549,-0.0228,-0.0309,0.8518,1
1,1,0,0.43,-13.2538,-29.5766,0.6002,-0.0004,0.0151,1.0997,11.6182,-0.0005,-0.0002,-2.1548,-0.023,-0.0309,0.8518,1
1,1,0,0.44,-13.2012,-29.4732,0.6002,-0.0004,0.0151,1.0997,11.5966,-0.0005,-0.0002,-2.1547,-0.0231,-0.0308,0.8518,1
1,1,0,0.45,-13.1486,-29.37,0.6002,-0.0004,0.0151,1.0996,11.5751,-0.0005,-0.0002,-2.1547,-0.0232,-0.0307,0.8518,1
1,1,0,0.46,-13.0961,-29.267,0.6002,-0.0004,0.0151,1.0996,11.5535,-0.0005,-0.0002,-2.1546,-0.0233,-0.0305,0.8518,1
1,1,0,0.47,-13.0437,-29.1642,0.6002,-0.0004,0.0151,1.0996,11.532,-0.0005,-0.0002,-2.1545,-0.0233,-0.0304,0.8518,1
1,1,0,0.48,-12.9914,-29.0616,0.6002,-0.0004,0.015,1.0996,11.5104,-0.0005,-0.0001,-2.1544,-0.0234,-0.0303,0.8518,1
1,1,0,0.49,-12.9392,-28.9592,0.6002,-0.0004,0.015,1.0996,11.4889,-0.0005,-0.0001,-2.1543,-0.0234,-0.0302,0.8518,1
1,1,0,0.5,-12.8871,-28.857,0.6002,-0.0004,0.0149,1.0995,11.4674,-0.0005,-0.0001,-2.1542,-0.0235,-0.03,0.8518,1
1,1,0,0.51,-12.8351,-28.7549,0.6002,-0.0004,0.0149,1.0995,11.4458,-0.0005,-0.0001,-2.1541,-0.0235,-0.0299,0.8518,1
1,1,0,0.52,-12.7832,-28.6531,0.6002,-0.0004,0.0148,1.0995,11.4243,-0.0005,-0.0001,-2.154,-0.0235,-0.0297,0.8518,1
1,1,0,0.53,-12.7314,-28.5514,0.6002,-0.0004,0.0147,1.0995,11.4028,-0.0005,0,-2.1539,-0.0235,-0.0296,0.8518,1
1,1,0,0.54,-12.6797,-28.4499,0.6002,-0.0004,0.0146,1.0995,11.3813,-0.0005,0,-2.1539,-0.0234,-0.0295,0.8518,1
1,1,0,0.55,-12.6281,-28.3487,0.6002,-0.0004,0.0145,1.0994,11.3597,-0.0006,0,-2.1538,-0.0234,-0.0293,0.8518,1
1,1,0,0.56,-12.5766,-28.2476,0.6002,-0.0004,0.0144,1.0994,11.3382,-0.0006,0,-2.1537,-0.0234,-0.0292,0.8518,1
1,1,0,0.57,-12.5251,-28.1467,0.6002,-0.0004,0.0143,1.0994,11.3167,-0.0006,0,-2.1537,-0.0233,-0.0291,0.8518,1
1,1,0,0.58,-12.4738,-28.046,0.6002,-0.0004,0.0142,1.0994,11.2952,-0.0006,0.0001,-2.1536,-0.0232,-0.029,0.8518,1
1,1,0,0.59,-12.4226,-27.9455,0.6002,-0.0004,0.0141,1.0994,11.2737,-0.0006,0.0001,-2.1536,-0.0232,-0.0289,0.8518,1
1,1,0,0.6,-12.3714,-27.8452,0.6002,-0.0004,0.014,1.0994,11.2521,-0.0006,0.0001,-2.1535,-0.0231,-0.0288,0.8518,1
1,1,0,0.61,-12.3204,-27.7451,0.6002,-0.0004,0.0139,1.0993,11.2306,-0.0006,0.0001,-2.1535,-0.023,-0.0287,0.8518,1
1,1,0,0.62,-12.2695,-27.6452,0.6002,-0.0004,0.0138,1.0993,11.2091,-0.0007,0.0001,-2.1535,-0.0229,-0.0286,0.8518,1
1,1,0,0.63,-12.2186,-27.5454,0.6002,-0.0004,0.0138,1.0993,11.1876,-0.0007,0.0001,-2.1535,-0.0228,-0.0285,0.8518,1
1,1,0,0.64,-12.1679,-27.446,0.6002,-0.0004,0.0137,1.0993,11.1661,-0.0007,0.0001,-2.1534,-0.0227,-0.0284,0.8518,1
1,1,0,0.65,-12.1172,-27.3466,0.6002,-0.0004,0.0136,1.0993,11.1445,-0.0007,0.0002,-2.1534,-0.0225,-0.0284,0.8518,1
1,1,0,0.66,-12.0666,-27.2474,0.6002,-0.0004,0.0135,1.0992,11.123,-0.0008,0.0002,-2.1534,-0.0224,-0.0283,0.8518,1
1,1,0,0.67,-12.0162,-27.1485,0.6002,-0.0004,0.0134,1.0992,11.1015,-0.0008,0.0002,-2.1534,-0.0223,-0.0282,0.8518,1
1,1,0,0.68,-11.9658,-27.0498,0.6002,-0.0004,0.0133,1.0992,11.08,-0.0008,0.0002,-2.1535,-0.0221,-0.0282,0.8518,1
1,1,0,0.69,-11.9155,-26.9512,0.6002,-0.0004,0.0132,1.0992,11.0585,-0.0008,0.0002,-2.1535,-0.022,-0.0281,0.8518,1
1,1,0,0.7,-11.8653,-26.8528,0.6002,-0.0004,0.0132,1.0992,11.0369,-0.0008,0.0002,-2.1535,-0.0219,-0.0281,0.8518,1
1,1,0,0.71,-11.8153,-26.7546,0.6002,-0.0004,0.0131,1.0992,11.0154,-0.0009,0.0002,-2.1535,-0.0217,-0.0281,0.8518,1
1,1,0,0.72,-11.7653,-26.6566,0.6002,-0.0004,0.013,1.0991,10.9939,-0.0009,0.0002,-2.1536,-0.0216,-0.028,0.8518,1
1,1,0,0.73,-11.7154,-26.5589,0.6002,-0.0004,0.013,1.0991,10.9724,-0.0009,0.0002,-2.1536,-0.0214,-0.028,0.8518,1
1,1,0,0.74,-11.6656,-26.4613,0.6002,-0.0004,0.0129,1.0991,10.9508,-0.0009,0.0002,-2.1537,-0.0213,-0.028,0.8518,1
1,1,0,0.75,-11.6159,-26.3638,0.6002,-0.0004,0.0128,1.0991,10.9293,-0.0009,0.0002,-2.1537,-0.0211,-0.028,0.8518,1
1,1,0,0.76,-11.5663,-26.2666,0.6002,-0.0004,0.0128,1.0991,10.9078,-0.001,0.0002,-2.1538,-0.021,-0.028,0.8518,1
1,1,0,0.77,-11.5168,-26.1696,0.6002,-0.0004,0.0127,1.099,10.8862,-0.001,0.0002,-2.1538,-0.0208,-0.028,0.8518,1
1,1,0,0.78,-11.4673,-26.0727,0.6002,-0.0004,0.0127,1.099,10.8647,-0.001,0.0002,-2.1539,-0.0207,-0.0279,0.8518,1
1,1,0,0.79,-11.418,-25.9761,0.6002,-0.0004,0.0127,1.099,10.8432,-0.001,0.0002,-2.154,-0.0205,-0.0279,0.8518,1
1,1,0,0.8,-11.3688,-25.8797,0.6002,-0.0004,0.0126,1.099,10.8216,-0.001,0.0001,-2.154,-0.0203,-0.0279,0.8518,1
1,1,0,0.81,-11.3197,-25.7834,0.6002,-0.0004,0.0126,1.099,10.8001,-0.0011,0.0001,-2.1541,-0.0202,-0.0279,0.8518,1
1,1,0,0.82,-11.2707,-25.6874,0.6002,-0.0004,0.0126,1.099,10.7785,-0.0011,0.0001,-2.1542,-0.02,-0.0279,0.8518,1
1,1,0,0.83,-11.2217,-25.5915,0.6002,-0.0004,0.0126,1.0989,10.757,-0.0011,0.0001,-2.1543,-0.0199,-0.0279,0.8518,1
1,1,0,0.84,-11.1729,-25.4958,0.6002,-0.0004,0.0126,1.0989,10.7355,-0.0011,0.0001,-2.1543,-0.0197,-0.0279,0.8518,1
1,1,0,0.85,-11.1242,-25.4004,0.6002,-0.0004,0.0125,1.0989,10.7139,-0.0011,0.0001,-2.1544,-0.0196,-0.0279,0.8518,1
1,1,0,0.86,-11.0755,-25.3051,0.6002,-0.0004,0.0125,1.0989,10.6924,-0.0011,0.0001,-2.1545,-0.0194,-0.0279,0.8518,1
1,1,0,0.87,-11.027,-25.2099,0.6002,-0.0004,0.0125,1.0989,10.6708,-0.0012,0.0001,-2.1546,-0.0193,-0.0279,0.8518,1
1,1,0,0.88,-10.9785,-25.1151,0.6002,-0.0004,0.0125,1.0989,10.6493,-0.0012,0.0001,-2.1547,-0.0192,-0.0279,0.8518,1
1,1,0,0.89,-10.9302,-25.0204,0.6002,-0.0004,0.0125,1.0988,10.6277,-0.0012,0.0001,-2.1548,-0.019,-0.0279,0.8518,1
1,1,0,0.9,-10.8819,-24.9258,0.6002,-0.0004,0.0125,1.0988,10.6062,-0.0012,0.0001,-2.1548,-0.0189,-0.0279,0.8518,1
1,1,0,0.91,-10.8338,-24.8315,0.6002,-0.0004,0.0125,1.0988,10.5846,-0.0012,0.0001,-2.1549,-0.0188,-0.0279,0.8518,1
1,1,0,0.92,-10.7857,-24.7374,0.6002,-0.0004,0.0125,1.0988,10.5631,-0.0012,0,-2.155,-0.0186,-0.0279,0.8518,1
1,1,0,0.93,-10.7377,-24.6434,0.6002,-0.0004,0.0126,1.0988,10.5415,-0.0012,0,-2.1551,-0.0185,-0.0279,0.8518,1
1,1,0,0.94,-10.6898,-24.5497,0.6002,-0.0004,0.0126,1.0988,10.52,-0.0012,0,-2.1552,-0.0184,-0.0279,0.8518,1
1,1,0,0.95,-10.6421,-24.4562,0.6002,-0.0004,0.0126,1.0987,10.4984,-0.0012,0,-2.1553,-0.0183,-0.0279,0.8518,1
1,1,0,0.96,-10.5944,-24.3627,0.6002,-0.0004,0.0126,1.0987,10.4769,-0.0012,0,-2.1554,-0.0181,-0.0279,0.8518,1
1,1,0,0.97,-10.5468,-24.2696,0.6002,-0.0003,0.0126,1.0987,10.4553,-0.0013,0,-2.1555,-0.018,-0.0279,0.8518,1
1,1,0,0.98,-10.4993,-24.1767,0.6002,-0.0003,0.0126,1.0987,10.4338,-0.0013,0,-2.1555,-0.0179,-0.0279,0.8518,1
1,1,0,0.99,-10.4519,-24.0838,0.6002,-0.0003,0.0126,1.0987,10.4122,-0.0013,0,-2.1556,-0.0178,-0.0279,0.8518,1
1,1,0,1,-10.4046,-23.9913,0.6002,-0.0003,0.0127,1.0987,10.3906,-0.0013,0,-2.1557,-0.0177,-0.0279,0.8518,1
1,1,0,1.01,-10.3574,-23.8989,0.6002,-0.0003,0.0127,1.0986,10.3691,-0.0013,0,-2.1558,-0.0176,-0.0279,0.8518,1
1,1,0,1.02,-10.3103,-23.8066,0.6002,-0.0003,0.0127,1.0986,10.3475,-0.0013,0,-2.1559,-0.0175,-0.0279,0.8518,1
1,1,0,1.03,-10.2633,-23.7147,0.6002,-0.0003,0.0127,1.0986,10.326,-0.0013,0,-2.1559,-0.0174,-0.0279,0.8518,1
1,1,0,1.04,-10.2164,-23.6229,0.6002,-0.0003,0.0127,1.0986,10.3044,-0.0013,0,-2.156,-0.0173,-0.0279,0.8518,1
1,1,0,1.05,-10.1696,-23.5312,0.6002,-0.0003,0.0127,1.0986,10.2828,-0.0013,0,-2.1561,-0.0172,-0.0279,0.8518,1
1,1,0,1.06,-10.1229,-23.4398,0.6002,-0.0003,0.0128,1.0986,10.2613,-0.0013,0,-2.1562,-0.0171,-0.0278,0.8518,1
1,1,0,1.07,-10.0763,-23.3486,0.6002,-0.0003,0.0128,1.0985,10.2397,-0.0013,0,-2.1563,-0.017,-0.0278,0.8518,1
1,1,0,1.08,-10.0297,-23.2575,0.6002,-0.0003,0.0128,1.0985,10.2181,-0.0013,0,-2.1563,-0.0169,-0.0278,0.8518,1
1,1,0,1.09,-9.9833,-23.1667,0.6002,-0.0003,0.0128,1.0985,10.1966,-0.0013,-0.0001,-2.1564,-0.0169,-0.0278,0.8518,1
1,1,0,1.1,-9.937,-23.076,0.6002,-0.0003,0.0128,1.0985,10.175,-0.0013,-0.0001,-2.1565,-0.0168,-0.0278,0.8518,1
1,1,0,1.11,-9.8907,-22.9855,0.6002,-0.0003,0.0128,1.0985,10.1534,-0.0013,-0.0001,-2.1566,-0.0167,-0.0278,0.8518,1
1,1,0,1.12,-9.8446,-22.8953,0.6002,-0.0003,0.0129,1.0985,10.1319,-0.0013,-0.0001,-2.1566,-0.0166,-0.0278,0.8518,1
1,1,0,1.13,-9.7986,-22.8052,0.6002,-0.0003,0.0129,1.0985,10.1103,-0.0013,-0.0001,-2.1567,-0.0166,-0.0278,0.8518,1
1,1,0,1.14,-9.7526,-22.7152,0.6002,-0.0003,0.0129,1.0984,10.0887,-0.0013,-0.0001,-2.1568,-0.0165,-0.0278,0.8518,1
1,1,0,1.15,-9.7068,-22.6256,0.6002,-0.0003,0.0129,1.0984,10.0672,-0.0013,-0.0001,-2.1569,-0.0164,-0.0278,0.8518,1
1,1,0,1.16,-9.6611,-22.5361,0.6002,-0.0003,0.0129,1.0984,10.0456,-0.0013,-0.0001,-2.1569,-0.0164,-0.0278,0.8518,1
1,1,0,1.17,-9.6154,-22.4467,0.6002,-0.0003,0.0129,1.0984,10.024,-0.0013,-0.0001,-2.157,-0.0163,-0.0278,0.8518,1
1,1,0,1.18,-9.5699,-22.3576,0.6002,-0.0003,0.0129,1.0984,10.0025,-0.0013,-0.0001,-2.1571,-0.0162,-0.0278,0.8518,1
1,1,0,1.19,-9.5244,-22.2687,0.6002,-0.0003,0.0129,1.0984,9.9809,-0.0013,-0.0001,-2.1571,-0.0162,-0.0278,0.8518,1
1,1,0,1.2,-9.479,-22.1799,0.6002,-0.0003,0.0129,1.0983,9.9593,-0.0013,0,-2.1572,-0.0161,-0.0278,0.8518,1
1,1,0,1.21,-9.4338,-22.0915,0.6002,-0.0003,0.013,1.0983,9.9377,-0.0013,0,-2.1573,-0.016,-0.0278,0.8518,1
1,1,0,1.22,-9.3886,-22.0031,0.6002,-0.0003,0.013,1.0983,9.9162,-0.0013,0,-2.1573,-0.016,-0.0278,0.8518,1
1,1,0,1.23,-9.3435,-21.9149,0.6002,-0.0003,0.013,1.0983,9.8946,-0.0013,0,-2.1574,-0.0159,-0.0278,0.8518,1
1,1,0,1.24,-9.2986,-21.827,0.6002,-0.0003,0.013,1.0983,9.873,-0.0013,0,-2.1575,-0.0159,-0.0278,0.8518,1
1,1,0,1.25,-9.2537,-21.7392,0.6002,-0.0003,0.013,1.0983,9.8514,-0.0013,0,-2.1575,-0.0158,-0.0278,0.8518,1
1,1,0,1.26,-9.2089,-21.6516,0.6002,-0.0003,0.013,1.0982,9.8299,-0.0013,0,-2.1576,-0.0158,-0.0278,0.8518,1
1,1,0,1.27,-9.1642,-21.5643,0.6002,-0.0003,0.013,1.0982,9.8083,-0.0013,0,-2.1577,-0.0157,-0.0278,0.8518,1
1,1,0,1.28,-9.1196,-21.4771,0.6002,-0.0003,0.013,1.0982,9.7867,-0.0013,0,-2.1577,-0.0157,-0.0278,0.8518,1
1,1,0,1.29,-9.0751,-21.39,0.6002,-0.0003,0.013,1.0982,9.7651,-0.0013,0,-2.1578,-0.0156,-0.0278,0.8518,1
1,1,0,1.3,-9.0307,-21.3033,0.6002,-0.0003,0.013,1.0982,9.7435,-0.0013,0,-2.1579,-0.0156,-0.0278,0.8518,1
1,1,0,1.31,-8.9864,-21.2167,0.6002,-0.0003,0.013,1.0982,9.722,-0.0013,0,-2.1579,-0.0155,-0.0278,0.8518,1
1,1,0,1.32,-8.9422,-21.1302,0.6002,-0.0003,0.013,1.0981,9.7004,-0.0013,0,-2.158,-0.0154,-0.0278,0.8518,1
1,1,0,1.33,-8.8981,-21.044,0.6002,-0.0003,0.013,1.0981,9.6788,-0.0013,0,-2.1581,-0.0154,-0.0278,0.8518,1
1,1,0,1.34,-8.8541,-20.958,0.6002,-0.0003,0.013,1.0981,9.6572,-0.0013,0,-2.1581,-0.0153,-0.0278,0.8518,1
1,1,0,1.35,-8.8102,-20.8721,0.6002,-0.0003,0.013,1.0981,9.6356,-0.0013,0,-2.1582,-0.0153,-0.0278,0.8518,1
1,1,0,1.36,-8.7664,-20.7865,0.6002,-0.0003,0.013,1.0981,9.6141,-0.0013,0,-2.1583,-0.0152,-0.0278,0.8518,1
1,1,0,1.37,-8.7227,-20.701,0.6002,-0.0003,0.013,1.0981,9.5925,-0.0013,0,-2.1583,-0.0152,-0.0278,0.8518,1
1,1,0,1.38,-8.6791,-20.6157,0.6002,-0.0003,0.013,1.0981,9.5709,-0.0014,0,-2.1584,-0.0151,-0.0278,0.8518,1
1,1,0,1.39,-8.6356,-20.5307,0.6002,-0.0003,0.013,1.098,9.5493,-0.0014,0,-2.1585,-0.0151,-0.0278,0.8518,1
1,1,0,1.4,-8.5921,-20.4458,0.6002,-0.0003,0.013,1.098,9.5277,-0.0014,0,-2.1585,-0.015,-0.0278,0.8518,1
1,1,0,1.41,-8.5488,-20.3611,0.6002,-0.0003,0.013,1.098,9.5061,-0.0014,0,-2.1586,-0.015,-0.0279,0.8518,1
1,1,0,1.42,-8.5056,-20.2767,0.6002,-0.0003,0.013,1.098,9.4846,-0.0014,0,-2.1587,-0.0149,-0.0279,0.8518,1
1,1,0,1.43,-8.4624,-20.1924,0.6002,-0.0003,0.013,1.098,9.463,-0.0014,0,-2.1587,-0.0148,-0.0279,0.8518,1
1,1,0,1.44,-8.4194,-20.1082,0.6002,-0.0003,0.013,1.098,9.4414,-0.0014,0,-2.1588,-0.0148,-0.0279,0.8518,1
1,1,0,1.45,-8.3765,-20.0244,0.6002,-0.0003,0.013,1.0979,9.4198,-0.0014,0,-2.1589,-0.0147,-0.0279,0.8518,1
1,1,0,1.46,-8.3336,-19.9406,0.6002,-0.0003,0.013,1.0979,9.3982,-0.0014,0,-2.159,-0.0146,-0.0279,0.8518,1
1,1,0,1.47,-8.2908,-19.8571,0.6002,-0.0003,0.013,1.0979,9.3766,-0.0014,0,-2.159,-0.0146,-0.0279,0.8518,1
1,1,0,1.48,-8.2482,-19.7738,0.6002,-0.0003,0.013,1.0979,9.355,-0.0014,0,-2.1591,-0.0145,-0.0279,0.8518,1
1,1,0,1.49,-8.2057,-19.6906,0.6002,-0.0003,0.013,1.0979,9.3334,-0.0014,0,-2.1592,-0.0144,-0.0279,0.8518,1
1,1,0,1.5,-8.1632,-19.6076,0.6002,-0.0003,0.013,1.0979,9.3118,-0.0014,0,-2.1592,-0.0144,-0.0279,0.8518,1
1,1,0,1.51,-8.1209,-19.5249,0.6002,-0.0003,0.013,1.0979,9.2902,-0.0014,0,-2.1593,-0.0143,-0.0279,0.8518,1
1,1,0,1.52,-8.0786,-19.4424,0.6002,-0.0003,0.013,1.0978,9.2687,-0.0014,0,-2.1594,-0.0142,-0.0279,0.8518,1
1,1,0,1.53,-8.0364,-19.36,0.6002,-0.0003,0.013,1.0978,9.2471,-0.0014,0,-2.1595,-0.0141,-0.028,0.8518,1
1,1,0,1.54,-7.9944,-19.2778,0.6002,-0.0003,0.013,1.0978,9.2255,-0.0014,0,-2.1595,-0.0141,-0.028,0.8518,1
1,1,0,1.55,-7.9524,-19.1958,0.6002,-0.0003,0.013,1.0978,9.2039,-0.0014,0,-2.1596,-0.014,-0.028,0.8518,1
1,1,0,1.56,-7.9105,-19.114,0.6002,-0.0003,0.013,1.0978,9.1823,-0.0014,0,-2.1597,-0.0139,-0.028,0.8518,1
1,1,0,1.57,-7.8688,-19.0325,0.6002,-0.0003,0.013,1.0978,9.1607,-0.0014,0,-2.1597,-0.0138,-0.028,0.8518,1
1,1,0,1.58,-7.8271,-18.9511,0.6002,-0.0003,0.013,1.0977,9.1391,-0.0014,0,-2.1598,-0.0137,-0.028,0.8518,1
1,1,0,1.59,-7.7855,-18.8698,0.6002,-0.0003,0.0129,1.0977,9.1175,-0.0014,0,-2.1599,-0.0136,-0.028,0.8518,1
1,1,0,1.6,-7.744,-18.7888,0.6002,-0.0003,0.0129,1.0977,9.0959,-0.0014,0,-2.16,-0.0135,-0.028,0.8518,1
1,1,0,1.61,-7.7026,-18.708,0.6002,-0.0003,0.0129,1.0977,9.0743,-0.0014,0,-2.16,-0.0135,-0.028,0.8518,1
1,1,0,1.62,-7.6613,-18.6273,0.6002,-0.0003,0.0129,1.0977,9.0527,-0.0014,0,-2.1601,-0.0134,-0.028,0.8518,1
1,1,0,1.63,-7.6201,-18.5469,0.6002,-0.0002,0.0129,1.0977,9.0311,-0.0014,0,-2.1602,-0.0133,-0.028,0.8518,1
1,1,0,1.64,-7.5791,-18.4667,0.6002,-0.0002,0.0129,1.0977,9.0095,-0.0014,0,-2.1603,-0.0132,-0.028,0.8518,1
1,1,0,1.65,-7.538,-18.3866,0.6002,-0.0002,0.0129,1.0976,8.9879,-0.0014,0,-2.1604,-0.013,-0.028,0.8518,1
1,1,0,1.66,-7.4972,-18.3068,0.6002,-0.0002,0.0129,1.0976,8.9663,-0.0014,0,-2.1604,-0.0129,-0.028,0.8518,1
1,1,0,1.67,-7.4564,-18.2271,0.6002,-0.0002,0.0129,1.0976,8.9447,-0.0014,0,-2.1605,-0.0128,-0.028,0.8518,1
1,1,0,1.68,-7.4156,-18.1476,0.6002,-0.0002,0.0129,1.0976,8.9231,-0.0014,0,-2.1606,-0.0127,-0.028,0.8518,1
1,1,0,1.69,-7.375,-18.0684,0.6002,-0.0002,0.0129,1.0976,8.9015,-0.0014,0,-2.1607,-0.0126,-0.028,0.8518,1
1,1,0,1.7,-7.3345,-17.9893,0.6002,-0.0002,0.0129,1.0976,8.8798,-0.0014,0,-2.1607,-0.0125,-0.028,0.8518,1
